campaniaCodigo,clienteNumeroDocumento,monto,tasa,fechaOferta,estado
CAMP-2026-02-COMPRA_DEUDA_PP,10101030,36887.61,11.95,2026-02-10,ACEPTADA
CAMP-2026-02-COMPRA_DEUDA_PP,10101029,63252.20,11.29,2026-02-25,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,10101046,55512.31,8.26,2026-02-28,ACEPTADA
CAMP-2026-02-COMPRA_DEUDA_PP,2010000022,23458.45,10.73,2026-02-01,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,10101019,20949.22,13.62,2026-02-26,ACEPTADA
CAMP-2026-02-COMPRA_DEUDA_PP,10101054,16506.13,13.90,2026-02-08,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,2010000029,52848.80,11.05,2026-02-11,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,CE100034,67579.93,12.80,2026-02-15,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,2010000023,44258.26,9.22,2026-02-05,ACEPTADA
CAMP-2026-02-COMPRA_DEUDA_PP,10101018,75797.97,10.86,2026-02-25,ACTIVA
CAMP-2026-02-COMPRA_DEUDA_PP,10101035,48808.96,9.84,2026-02-10,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101034,7614.06,11.42,2026-02-17,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000012,1268.84,8.53,2026-02-26,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101043,7719.01,9.46,2026-02-19,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101010,1901.98,5.68,2026-02-05,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,CE100034,1286.53,6.77,2026-02-18,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000022,6719.10,9.08,2026-02-12,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,2010000005,3110.80,5.18,2026-02-05,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101030,4017.44,6.32,2026-02-09,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101029,4196.37,5.52,2026-02-06,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101011,5576.40,11.72,2026-02-18,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101038,2761.52,5.18,2026-02-09,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000018,4484.20,9.90,2026-02-27,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101035,3873.51,10.27,2026-02-17,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101021,1877.45,8.52,2026-02-23,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,2010000038,1463.96,9.42,2026-02-20,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,CE100048,6165.14,10.89,2026-02-18,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,CE100031,3237.70,9.19,2026-02-24,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101053,6202.01,5.74,2026-02-12,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101046,5884.28,7.86,2026-02-15,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101056,2722.15,8.22,2026-02-23,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101045,5666.61,9.20,2026-02-18,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101051,4907.33,8.08,2026-02-06,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101054,2508.65,11.47,2026-02-14,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101027,2986.27,10.21,2026-02-28,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101023,4705.58,7.34,2026-02-26,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101031,5502.37,9.27,2026-02-28,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101012,6282.66,9.69,2026-02-01,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,2010000037,3603.70,11.97,2026-02-07,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101019,4928.39,8.41,2026-02-21,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101059,5226.44,5.46,2026-02-13,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101025,7363.80,11.94,2026-02-15,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,CE100039,6344.84,7.45,2026-02-03,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101026,2877.39,11.27,2026-02-27,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101036,7223.43,8.32,2026-02-19,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101042,7513.26,7.66,2026-02-05,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,10101040,5622.78,8.75,2026-02-04,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000029,5340.36,5.69,2026-02-20,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,2010000040,2323.78,11.39,2026-02-04,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000047,3353.77,8.69,2026-02-24,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,2010000023,7275.66,7.98,2026-02-07,ACTIVA
CAMP-2026-02-ADELANTO_SUELDO,10101014,4187.15,6.33,2026-02-22,ACEPTADA
CAMP-2026-02-ADELANTO_SUELDO,CE100003,5133.50,5.11,2026-02-01,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101020,89523.44,3.34,2026-02-13,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101025,42226.23,6.94,2026-02-10,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101053,56040.16,3.50,2026-02-09,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101010,71245.70,6.22,2026-02-25,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,CE100048,74272.50,5.60,2026-02-13,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,2010000040,61144.48,4.28,2026-02-05,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,CE100039,33205.92,6.37,2026-02-07,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,CE100034,88852.82,4.39,2026-02-17,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101056,13276.92,6.43,2026-02-09,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101037,55440.67,4.25,2026-02-23,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,2010000012,88812.36,5.08,2026-02-15,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101024,9459.51,3.86,2026-02-22,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101052,87215.54,3.99,2026-02-12,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101040,79146.45,3.94,2026-02-22,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101019,29887.27,3.88,2026-02-04,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,2010000029,58985.99,4.18,2026-02-02,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101059,79613.63,6.38,2026-02-22,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101026,32051.32,6.09,2026-02-01,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101016,87043.91,4.48,2026-02-14,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101023,46042.41,5.47,2026-02-06,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101011,24456.60,3.69,2026-02-01,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101038,24269.41,4.65,2026-02-04,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,CE100003,25342.35,5.49,2026-02-21,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,2010000047,67559.56,4.98,2026-02-19,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101051,28318.13,4.22,2026-02-27,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101012,26866.77,3.70,2026-02-24,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101035,85344.50,4.19,2026-02-11,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101043,41413.78,4.46,2026-02-14,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101046,25555.81,4.55,2026-02-16,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101036,34337.41,4.20,2026-02-08,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101018,46830.88,3.54,2026-02-16,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,2010000037,76958.52,5.08,2026-02-24,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101055,24583.12,5.14,2026-02-13,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101034,40932.91,5.10,2026-02-12,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101042,26165.61,6.24,2026-02-07,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101014,57636.07,4.33,2026-02-02,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101027,15284.89,6.09,2026-02-14,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,10101054,32827.21,6.11,2026-02-11,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101045,6383.59,4.14,2026-02-08,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,10101031,12474.26,6.63,2026-02-02,ACEPTADA
CAMP-2026-02-DEPOSITO_PLAZO,2010000005,86136.01,6.65,2026-02-18,ACTIVA
CAMP-2026-02-DEPOSITO_PLAZO,2010000022,60651.67,4.00,2026-02-23,ACTIVA
CAMP-2026-02-EXTRALINEA,10101045,21035.78,15.82,2026-02-27,ACTIVA
CAMP-2026-02-EXTRALINEA,CE100003,27854.44,17.21,2026-02-11,ACTIVA
CAMP-2026-02-EXTRALINEA,10101059,17786.42,17.64,2026-02-17,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101017,10387.66,21.94,2026-02-03,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101038,7553.02,18.61,2026-02-19,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101024,16502.25,17.57,2026-02-04,ACTIVA
CAMP-2026-02-EXTRALINEA,10101051,18080.12,16.24,2026-02-19,ACEPTADA
CAMP-2026-02-EXTRALINEA,2010000029,21525.99,15.74,2026-02-09,ACTIVA
CAMP-2026-02-EXTRALINEA,2010000018,23388.79,21.27,2026-02-22,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101012,16497.80,15.09,2026-02-01,ACTIVA
CAMP-2026-02-EXTRALINEA,10101046,8262.62,18.62,2026-02-01,ACTIVA
CAMP-2026-02-EXTRALINEA,2010000022,21099.74,19.44,2026-02-18,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101042,8391.10,21.31,2026-02-15,ACTIVA
CAMP-2026-02-EXTRALINEA,10101011,20584.28,13.43,2026-02-10,ACTIVA
CAMP-2026-02-EXTRALINEA,10101020,16199.76,15.28,2026-02-22,ACEPTADA
CAMP-2026-02-EXTRALINEA,2010000037,5429.67,14.17,2026-02-22,ACEPTADA
CAMP-2026-02-EXTRALINEA,2010000040,14643.49,14.33,2026-02-19,ACEPTADA
CAMP-2026-02-EXTRALINEA,2010000023,10973.33,15.82,2026-02-22,ACTIVA
CAMP-2026-02-EXTRALINEA,10101036,13568.44,12.57,2026-02-28,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101034,5631.30,12.47,2026-02-01,ACTIVA
CAMP-2026-02-EXTRALINEA,10101055,29476.23,17.84,2026-02-10,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101053,27196.37,16.72,2026-02-14,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101023,29301.49,21.57,2026-02-04,ACTIVA
CAMP-2026-02-EXTRALINEA,10101016,15419.68,21.64,2026-02-27,ACTIVA
CAMP-2026-02-EXTRALINEA,10101031,16432.01,18.85,2026-02-23,ACTIVA
CAMP-2026-02-EXTRALINEA,10101019,27213.85,18.30,2026-02-08,ACTIVA
CAMP-2026-02-EXTRALINEA,10101025,12051.37,12.14,2026-02-27,ACTIVA
CAMP-2026-02-EXTRALINEA,CE100031,12961.23,19.29,2026-02-08,ACTIVA
CAMP-2026-02-EXTRALINEA,10101014,14752.26,21.52,2026-02-26,ACTIVA
CAMP-2026-02-EXTRALINEA,10101021,8221.81,15.41,2026-02-17,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101027,25026.84,17.62,2026-02-18,ACTIVA
CAMP-2026-02-EXTRALINEA,2010000038,5682.33,12.35,2026-02-06,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101056,16326.54,12.84,2026-02-06,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101054,7887.83,15.84,2026-02-22,ACTIVA
CAMP-2026-02-EXTRALINEA,CE100048,20096.61,13.22,2026-02-09,ACTIVA
CAMP-2026-02-EXTRALINEA,10101029,28600.89,19.36,2026-02-16,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101018,9880.00,18.80,2026-02-11,ACTIVA
CAMP-2026-02-EXTRALINEA,10101035,15876.93,12.36,2026-02-20,ACEPTADA
CAMP-2026-02-EXTRALINEA,10101010,17588.59,15.95,2026-02-07,ACTIVA
CAMP-2026-02-EXTRALINEA,CE100034,8798.76,17.94,2026-02-16,ACTIVA
CAMP-2026-02-EXTRALINEA,2010000047,26532.84,14.06,2026-02-05,ACEPTADA
CAMP-2026-02-EXTRALINEA,CE100039,6242.36,21.44,2026-02-04,ACEPTADA
CAMP-2026-02-CREDITO,10101023,282080.70,11.80,2026-02-14,ACEPTADA
CAMP-2026-02-CREDITO,2010000018,221875.68,13.10,2026-02-25,ACEPTADA
CAMP-2026-02-CREDITO,10101052,175516.23,8.79,2026-02-15,ACEPTADA
CAMP-2026-02-CREDITO,10101019,185595.18,12.00,2026-02-24,ACEPTADA
CAMP-2026-02-CREDITO,CE100034,485084.11,12.48,2026-02-15,ACTIVA
CAMP-2026-02-CREDITO,10101059,69499.03,13.60,2026-02-12,ACTIVA
CAMP-2026-02-CREDITO,CE100003,455167.24,11.42,2026-02-07,ACEPTADA
CAMP-2026-02-CREDITO,10101055,100543.33,7.66,2026-02-03,ACTIVA
CAMP-2026-02-CREDITO,CE100039,370902.21,13.39,2026-02-18,ACTIVA
CAMP-2026-02-CREDITO,2010000029,329723.11,11.21,2026-02-12,ACEPTADA
CAMP-2026-02-CREDITO,CE100031,63843.68,11.81,2026-02-21,ACTIVA
CAMP-2026-02-CREDITO,10101038,314632.89,13.18,2026-02-19,ACEPTADA
CAMP-2026-02-CREDITO,2010000023,401186.92,11.13,2026-02-28,ACTIVA
CAMP-2026-02-CREDITO,10101011,364464.34,7.90,2026-02-15,ACEPTADA
CAMP-2026-02-CREDITO,10101035,261450.21,10.90,2026-02-22,ACTIVA
CAMP-2026-02-CREDITO,2010000005,49223.87,12.32,2026-02-26,ACEPTADA
CAMP-2026-02-CREDITO,2010000038,300167.85,8.60,2026-02-05,ACTIVA
CAMP-2026-02-CREDITO,10101012,266013.95,9.80,2026-02-04,ACEPTADA
CAMP-2026-02-CREDITO,10101043,434917.73,11.42,2026-02-12,ACTIVA
CAMP-2026-02-CREDITO,10101017,466674.29,12.04,2026-02-11,ACEPTADA
CAMP-2026-02-CREDITO,10101030,36787.06,7.79,2026-02-13,ACTIVA
CAMP-2026-02-CREDITO,10101036,68965.73,10.01,2026-02-23,ACTIVA
CAMP-2026-02-CREDITO,10101026,53394.22,9.67,2026-02-23,ACTIVA
CAMP-2026-02-CREDITO,10101027,50244.24,11.75,2026-02-18,ACTIVA
CAMP-2026-02-CREDITO,10101042,277482.59,9.42,2026-02-18,ACEPTADA
CAMP-2026-02-CREDITO,10101014,243388.59,12.66,2026-02-07,ACTIVA
CAMP-2026-02-CREDITO,10101054,449670.99,9.31,2026-02-25,ACEPTADA
CAMP-2026-02-CREDITO,10101045,492035.30,9.91,2026-02-06,ACTIVA
CAMP-2026-02-CREDITO,10101021,139401.79,8.50,2026-02-26,ACTIVA
CAMP-2026-02-CREDITO,10101046,240451.09,8.98,2026-02-20,ACTIVA
CAMP-2026-02-CREDITO,10101053,93418.53,10.16,2026-02-07,ACEPTADA
CAMP-2026-02-CREDITO,10101029,301799.97,8.64,2026-02-05,ACEPTADA
CAMP-2026-02-CREDITO,CE100048,122135.68,7.37,2026-02-04,ACTIVA
CAMP-2026-02-CREDITO,10101034,377981.92,13.66,2026-02-21,ACEPTADA
CAMP-2026-02-CREDITO,2010000012,169228.59,13.72,2026-02-10,ACEPTADA
CAMP-2026-02-CREDITO,10101018,314187.75,9.99,2026-02-21,ACEPTADA
CAMP-2026-02-CREDITO,10101051,321480.69,11.19,2026-02-15,ACTIVA
CAMP-2026-02-CREDITO,10101016,422891.19,13.87,2026-02-09,ACEPTADA
CAMP-2026-02-CREDITO,10101025,122850.09,13.64,2026-02-25,ACEPTADA
CAMP-2026-02-CREDITO,10101010,60075.14,10.29,2026-02-02,ACTIVA
CAMP-2026-02-CREDITO,10101031,120228.33,11.49,2026-02-18,ACTIVA
CAMP-2026-02-CREDITO,2010000037,43517.98,13.00,2026-02-24,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,2010000012,3670.60,21.35,2026-03-16,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101020,3405.87,31.53,2026-03-31,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101052,14755.71,28.17,2026-03-27,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,CE100031,6693.47,34.54,2026-03-23,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,2010000047,8948.52,35.16,2026-03-25,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101029,5768.07,35.20,2026-03-09,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,2010000040,10888.10,21.45,2026-03-02,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101037,14545.72,33.69,2026-03-21,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101038,13579.43,28.94,2026-03-19,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101019,5344.53,22.71,2026-03-19,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101046,4913.66,27.97,2026-03-13,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101056,10374.19,18.57,2026-03-13,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101010,10687.16,35.14,2026-03-24,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101012,6344.02,34.96,2026-03-15,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101021,4987.70,23.00,2026-03-12,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101016,7335.16,24.97,2026-03-09,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101026,12377.05,21.88,2026-03-03,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101059,14573.23,24.11,2026-03-15,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,2010000029,14272.02,33.02,2026-03-11,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101040,9511.80,30.00,2026-03-18,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101042,13227.28,34.80,2026-03-06,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101024,7846.98,19.85,2026-03-05,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,2010000005,12055.78,18.72,2026-03-17,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101014,12377.53,35.47,2026-03-27,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101053,3601.57,20.11,2026-03-20,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101025,12960.94,26.99,2026-03-24,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,2010000018,6893.54,25.58,2026-03-28,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101034,11423.36,19.56,2026-03-07,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101043,9585.12,32.52,2026-03-13,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,CE100048,13037.36,33.51,2026-03-13,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101031,13262.92,22.75,2026-03-18,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,2010000022,4385.26,30.27,2026-03-11,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,2010000037,4568.74,35.39,2026-03-29,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101051,6577.00,27.85,2026-03-25,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101036,13919.33,35.17,2026-03-14,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101055,9116.70,28.15,2026-03-31,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101023,9818.35,33.16,2026-03-31,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101035,13664.60,35.41,2026-03-24,ACEPTADA
CAMP-2026-03-TARJETA_CREDITO,10101017,11329.31,26.19,2026-03-10,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,10101018,13480.24,23.87,2026-03-27,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,CE100003,3545.86,18.59,2026-03-23,ACTIVA
CAMP-2026-03-TARJETA_CREDITO,2010000023,7697.10,25.04,2026-03-25,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000012,23667.79,11.35,2026-03-17,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101024,21533.96,19.29,2026-03-21,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101023,30881.14,13.26,2026-03-24,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,CE100003,48425.68,19.42,2026-03-23,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101025,43578.06,17.32,2026-03-25,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101051,30700.92,11.20,2026-03-29,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,CE100039,21929.28,12.68,2026-03-24,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,CE100048,42137.03,11.60,2026-03-05,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101056,34477.97,18.53,2026-03-12,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101017,21319.19,11.02,2026-03-04,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101055,36829.94,16.83,2026-03-08,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101052,10569.70,13.40,2026-03-10,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000047,20020.54,19.44,2026-03-04,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101035,34109.75,17.05,2026-03-14,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101045,10008.43,19.51,2026-03-24,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,CE100031,38836.18,13.88,2026-03-07,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000005,17066.26,11.46,2026-03-05,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101046,17717.77,10.30,2026-03-31,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101040,40945.22,19.49,2026-03-31,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,CE100034,15738.70,11.14,2026-03-17,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101036,45896.54,17.72,2026-03-24,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000037,39827.70,13.94,2026-03-29,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101018,20207.04,11.41,2026-03-20,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101027,37798.59,14.48,2026-03-31,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101026,16290.04,16.36,2026-03-10,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101038,42766.12,16.32,2026-03-30,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101016,48722.06,18.28,2026-03-06,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000023,28293.04,15.02,2026-03-16,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101034,16602.95,10.87,2026-03-10,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000022,48049.79,18.86,2026-03-31,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101031,29753.78,12.65,2026-03-09,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101053,30091.63,14.03,2026-03-02,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101054,14699.41,11.04,2026-03-16,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000038,15722.29,18.28,2026-03-15,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101010,18214.67,15.35,2026-03-13,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000040,29736.70,19.25,2026-03-27,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101030,24843.55,12.81,2026-03-19,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101029,45732.68,10.19,2026-03-03,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,10101043,21396.28,16.50,2026-03-05,ACTIVA
CAMP-2026-03-PRESTAMO_PERSONAL,2010000029,45884.92,13.57,2026-03-12,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101011,27281.31,16.18,2026-03-30,ACEPTADA
CAMP-2026-03-PRESTAMO_PERSONAL,10101012,12461.96,15.05,2026-03-02,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000040,59685.06,14.92,2026-03-20,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,CE100048,21136.54,14.90,2026-03-17,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000005,31189.01,13.47,2026-03-18,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,10101051,43226.98,9.24,2026-03-28,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,10101010,37993.93,14.58,2026-03-14,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,10101037,71969.42,14.95,2026-03-05,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000047,65284.57,14.70,2026-03-05,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,10101054,23357.05,12.92,2026-03-23,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,10101045,66661.00,10.34,2026-03-20,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000023,18036.60,12.95,2026-03-11,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,10101053,19997.63,11.18,2026-03-04,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000029,44693.86,14.44,2026-03-18,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,10101042,71214.35,10.20,2026-03-11,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,10101055,64586.93,13.26,2026-03-09,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,10101021,25543.57,14.77,2026-03-29,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000018,45266.58,8.26,2026-03-03,ACTIVA
CAMP-2026-03-COMPRA_DEUDA_PP,2010000038,58719.49,13.46,2026-03-02,ACEPTADA
CAMP-2026-03-COMPRA_DEUDA_PP,10101020,43289.60,9.75,2026-03-14,ACTIVA
